id,code,name,rating
694,9470,Manikandan Pattambi,50.7
695,9502,AG Vinod,64.5
696,9519,Sudheer Ambalappaadu,39
697,9522,Sreevarma Paravenath,9.36
698,9545,A Qube,60
699,9547,Sinoj Nedungolam,39.46
700,9549,Francis T Mavelikara,31.5
701,9550,Dr Rahim Kadavath,43.5
702,9551,Abhilash Kumar,61.28
703,9553,Deedi Damodaran,65.62
704,9554,Dileep Panicker,55.61
705,9555,Jinu V Abraham,62.08
706,9556,KV Anil,31.36
707,9557,GS Anil,66.28
708,9558,Rob Tobin,53.25
709,9561,Ansar Sathyan,29.88
710,9562,Bakrudeen,59.25
711,9563,Manu Prasad,77.19
712,9564,Biju K Joseph,34.86
713,9569,Ratheesh Sukumaran,43.77
714,9570,Pramod Vaikkom,56.44
715,9571,Nishad K Koya,66.8
716,9618,Dr Sudhakaran Nair,45.11
717,9628,Suresh Krishnan,13.1
718,9637,Satheesh Narayanan,52.29
719,9675,Anil V Nagendran,72.8
720,9681,Shyam,62.25
721,9700,CP Udayabhanu,74.7
722,9718,Sethu,58.45
723,9719,Sachi,72.61
724,9772,P Ananthapadmanabhan,68.96
725,9781,Abhaya Simha,67.23
726,9797,Rajesh Raghavan,61.63
727,9834,V Vijayakumar,58.1
728,9836,Syam-Praveen,27.3
729,9837,Jiju Ashokan,65.34
730,9855,Shanavas K Bavakutty,71.28
731,9859,Abhiram Suresh Unnithan,56.94
732,9878,Mahinkar Kechery,61.06
733,9890,Manoj-Ranjith,25.8
734,9894,Shyam Menon,26.52
735,9934,B Jayamohan,58.89
736,9940,Rajesh Nair,59.68
737,9956,SR Raveendran,12.75
738,9968,Madhuri Madhu,62.25
739,9972,AR Murukadas,88.35
740,9993,S Kishor,37.35
741,10008,B Anas,18.26
742,10009,Mani Menon,18.26
743,10015,Rajesh K Narayanan,46.35
744,10022,Santhosh,15
745,10027,Raveendran,71.34
746,10029,Asha Sarath,80.04
747,10035,Jayakanth,74.7
748,10043,Kalpatta Narayanan,71.38
749,10044,K Gopinathan,71.38
750,10108,Suresh Govind,57.62
751,10122,J Sujith,16.6
752,10127,Gireesh,49.14
753,10146,Dhyan Sreenivasan,67.08
754,10171,Sumesh - Amal,63.08
755,10194,Jalal Magnus,28.86
756,10223,Roopesh Peethambaran,69.75
757,10249,Manoj Payyannoor,48.14
758,10272,Sunil Ibrahim,65.16
759,10273,MR Vibin,67.92
760,10277,Prasanth Murali,42.9
761,10313,U Harish,65.57
762,10328,Shalini Usha Nair,53.82
763,10342,Manoj Kana,45.05
764,10387,Anand Sankar,54.18
765,10403,Hareesh Unni,24.96
766,10429,Dhinil Babu,36.9
767,10438,Vinu Abraham,58.38
768,10469,Shine Kuryan,44
769,10478,Venu Pradeep,33.2
770,10483,Ajayan Venugopalan,58.35
771,10523,Shiju Nambyathu,69.45
772,10530,AC Vijeesh,46.2
773,10541,KS Padmakumar,13.3
774,10560,Shaji Francis,54.6
775,10562,Prasad Raman,60.06
