id,code,name,rating
677,10713,Shabareesh Varma,61.02
678,10786,Soniya Das,28.08
679,10789,Vinutha Lal (Aswathy Lal),35.2
680,10792,Vishnu Unnikrishnan,66.56
681,10835,Nazreen Nazer,28.08
682,10850,Jayadev,9.36
683,10851,Mahruf Usman,9.36
684,10854,Leela Krishnan,9.36
685,10855,Sisira,9.36
686,10874,Sreeya Remesh,20.25
687,10877,Anjali Aneesh Upasana,48.78
688,10883,Sereena,36.48
689,10884,Kalabhavan Jinto,36.48
690,10885,Jithulal,36.48
691,10886,Kannan,36.48
692,10894,Chethan Jayalal,72.81
693,10899,Binu Adimali,56.16
694,10908,Vishnu Raghav,35.69
695,10932,Arthana Vijayakumar,72.9
696,10933,Siju Wilson,69.47
697,10958,Jean Paul Lal (Lal Jr.),74.82
698,10970,Jacob Gregory,61.27
699,10971,Aparna Gopinath,61.56
700,10992,Tovino Thomas,75.9
701,11017,Kuldeep,48.75
702,11018,Komal,48.75
703,11038,Ajeer,92
704,11083,Alisha Mohammed,57.72
705,11110,Rosin Jolly,16.4
706,11111,Abhija Sivakala,64.8
707,11112,Devika Nambiar,35.84
708,11128,Maneesh Kurup,16.4
709,11139,Shikha Nair,76.36
710,11142,Malavika Mohanan,70.91
711,11151,Arun V Narayan,13.6
712,11159,Gayathri Menon (Old),48
713,11179,Sethulakshmy,65.43
714,11189,Pallavi Chandran,61.62
715,11190,Ansiba Hassan,34.53
716,11240,Kavitha Nair,36.45
717,11246,MB Padmakumar,83.34
718,11253,Jaaved Jaffrey,77.9
719,11257,Meenu Mathew,80.99
720,11294,Venu,51.6
721,11316,Nanditha Raj,62.4
722,11443,Archana Jayakrishnan,41
723,11444,Manju Benjamin,79.21
724,11445,Manju Pathrose Sunichen,49.02
725,11451,Anu Sithara,68.66
726,11454,Aparna Vinod,75.44
727,11469,Kabir Bedi,76.26
728,11470,Sudev Nair,55.86
729,11493,Neethu Arun,40.5
730,11494,Haritha Hareesh,40.5
731,11504,Kani Kusruti,36.54
732,11510,Aparna Balamurali,67.56
733,11515,Anu Emmanuel,71.32
734,11523,Krishna Padmakumar,52.2
735,11566,Unnimaya Prasad,86.4
736,11573,Devipriya,73.87
737,11585,Reba Monica John,75.68
738,11602,Aswin kumar,78.3
739,11635,Janaki Menon,68.04
740,11636,Vishal Krishna,68.04
741,11639,Lijomol Jose,72.14
742,11643,Avinash,62.4
743,11644,Sona (New),62.4
744,11726,Suja Raghuram,88.36
745,11736,Sreesanth,57.62
746,11739,Shane Nigam,73.82
747,11765,Haneesh Khani,23.78
748,11766,Shafi Basheer,23.78
749,11770,Kumarakom Vasudevan,77.9
750,11771,Ashanth K Sha,77.9
751,11783,Abani Aadi,43
752,11812,Vishak Nair,73.1
753,11817,Roshan Mathew,78.43
754,11818,Anarkali Marikar,63.51
755,11820,Rajini Chandy,53.65
756,11831,Hima Sanker,46.34
757,11861,Wamiqa Gabbi,78.69
758,11866,Jason Chacko,45.24
759,11879,Shilpa,48
760,11880,Siva,48
761,11884,Prathishta,50.63
762,11911,Master Alok,76.11
763,11917,Baby Meenakshi (Anunaya),72.9
764,11922,Kunal Kapoor,51.6
765,11924,Himarsha Venkatsamy,51.6
766,11964,Adil Ibrahim,60.82
767,11985,Priya Aanand,66.53
768,12063,Pouli Valsan,56.72
769,12093,Pranav Ratheesh,73.96
770,12143,Manikandan R Achari,70.34
771,12146,Divya Gopinath,55.04
772,12152,Hari G Nair,57.62
773,12155,Soniya Malhar,57.62
774,12156,Priya Mohan,57.62
775,12176,Sandhya Raju,37.84
776,12180,Lakshmipriya Menon,39.56
777,12181,Chandramohan (New),39.56
778,12182,Nimay,39.56
779,12186,Priya Shri,60.2
780,12192,Apsara Suresh,39.69
781,12211,Sreeranjini Menon,52.8
782,12214,Saniya Iyyappan,70.25
783,12215,Mishti,76.54
784,12225,Megha Mathew,58.41
785,12229,Antony Varghese,78.29
786,12230,Tito Wilson,67.75
787,12285,Rebecca Thomas,76.54
788,12290,Reshma Anna Rajan,70.23
789,12295,Bindu Aneesh,63.18
790,12299,Sooraj Balaji,78.02
791,12328,Karthika Muraleedharan,72.2
792,12348,Biju Sopanam,67.37
793,12349,Amith Chakkalaykkal,61.38
794,12369,Niranjana Anoop,60.03
795,12371,Dr Kavitha Jose,81
796,12374,Nandini Sree,55.04
797,12385,Aiswarya Rajesh,61.53
798,12387,Adithi Roy,30.26
799,12388,Jeena Riju,17.01
800,12403,Madhu Vibhakar,58.48
801,12413,Sreeja Das,69.6
802,12424,Allu Sirish,65.36
803,12440,Althaf Salim,63
804,12444,Sudakshina,27.2
